certificate_isin;certificate_name;stock_name;stock_google_finance_ticker;stock_isin;stock_industry;stock_sector
DE000VH68M19;Memory Express Certificate on Stellantis, STLA, ENI, ENI, Enel, ENEL;Stellantis NV;STLA;NL00150001Q9;Auto Manufacturers;Consumer Cyclical
DE000VH68M19;Memory Express Certificate on Stellantis, STLA, ENI, ENI, Enel, ENEL;Eni S.p.A.;ENI;IT0003132476;Oil & Gas Integrated;Energy
DE000VH68M19;Memory Express Certificate on Stellantis, STLA, ENI, ENI, Enel, ENEL;Enel S.p.A.;ENEL;IT0003128367;Utilities - Diversified;Utilities
DE000VJ6U7J7;Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance;Allianz SE;ALV;DE0008404005;Insurance;Financials
DE000VJ6U7J7;Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance;AXA SA;CS;FR0000120628;Insurance;Financials
DE000VJ6U7J7;Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance;Zurich Insurance Group AG;ZURN;CH0011075394;Insurance;Financials
DE000VK6PMC6;Vontobel Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance;Allianz SE;ALV;DE0008404005;Insurance;Financial Services
DE000VK6PMC6;Vontobel Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance;AXA S.A.;CS;FR0000120628;Insurance;Financial Services
DE000VK6PMC6;Vontobel Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance;Zurich Insurance Group AG;ZURN;CH0011075394;Insurance;Financial Services
IT0006770512;60m Wof Memory Phoenix Autocall on BNP Paribas SA, UniCredit SpA, Banco BPM SpA in EUR;BNP Paribas SA;BNP;FR0000131104;Banks;Financial Services
IT0006770512;60m Wof Memory Phoenix Autocall on BNP Paribas SA, UniCredit SpA, Banco BPM SpA in EUR;UniCredit SpA;UCG;IT0005239360;Banks;Financial Services
IT0006770512;60m Wof Memory Phoenix Autocall on BNP Paribas SA, UniCredit SpA, Banco BPM SpA in EUR;Banco BPM SpA;BAMI;IT0005218380;Banks;Financial Services
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Banco BPM SpA;BAMI;IT0005218380;Banks;Financials
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Societe Generale SA;GLE;FR0000130809;Banks;Financials
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Banca Monte dei Paschi di Siena;BMPS;IT0005272031;Banks;Financials
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Commerzbank AG;CBK;DE000CBK1001;Banks;Financials
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Tesla Inc;TSLA;N/A;Auto Manufacturers;Consumer Cyclical
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Intel Corp;INTC;N/A;Semiconductors;N/A
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Micron Technology Inc;MU;N/A;Semiconductors;N/A
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Oracle Corp;ORCL;N/A;Software-Infrastructure;N/A
NLBNPIT2EPT9;12 Premi Fissi Cash Collect Step Down 95% (KER, RCL, BRBY);Kering SA;KER;FR0000121485;Luxury Goods;Consumer Cyclical
NLBNPIT2EPT9;12 Premi Fissi Cash Collect Step Down 95% (KER, RCL, BRBY);Royal Caribbean Cruises Ltd;RCL;LR0008862868;Travel & Leisure;Consumer Cyclical
NLBNPIT2EPT9;12 Premi Fissi Cash Collect Step Down 95% (KER, RCL, BRBY);Burberry Group PLC;BRBY;GB0031743007;Luxury Goods;Consumer Cyclical
NLBNPIT2T027;Cash Collect Booster (Palantir, Tesla, NVIDIA);Palantir Technologies Inc;PLTR;US69608A1088;Software;Technology
NLBNPIT2T027;Cash Collect Booster (Palantir, Tesla, NVIDIA);Tesla Inc;TSLA;US88160R1014;Auto Manufacturers;Consumer Cyclical
NLBNPIT2T027;Cash Collect Booster (Palantir, Tesla, NVIDIA);NVIDIA Corp;NVDA;US67066G1040;Semiconductors;Technology
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);Banco BPM SpA;BAMI;IT0005218380;Banking;Financials
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);BPER Banca SPA;BPE;IT0000066123;Banking;Financials
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);Banca Monte dei Paschi di Siena SpA;BMPS;IT0005508921;Banking;Financials
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);FinecoBank Banca Fineco SpA;FBK;IT0000072170;Banking/Financial Services;Financials
NLBNPIT302V1;Cash Collect Protection Booster (UniCredit SpA, Intesa Sanpaolo SpA, BPER Banca SPA);UniCredit SpA;UCG;IT0005239360;Banking;Financials
NLBNPIT302V1;Cash Collect Protection Booster (UniCredit SpA, Intesa Sanpaolo SpA, BPER Banca SPA);Intesa Sanpaolo SpA;ISP;IT0000072618;Banking;Financials
NLBNPIT302V1;Cash Collect Protection Booster (UniCredit SpA, Intesa Sanpaolo SpA, BPER Banca SPA);BPER Banca SPA;BPE;IT0000066123;Banking;Financials
NLBNPIT302Z2;Cash Collect Protection Booster (ISP, SAN, GS, MS);Intesa Sanpaolo SpA;ISP;IT0000072618;Banks;Financials
NLBNPIT302Z2;Cash Collect Protection Booster (ISP, SAN, GS, MS);Banco Santander SA;SAN;ES0113900J37;Banks;Financials
NLBNPIT302Z2;Cash Collect Protection Booster (ISP, SAN, GS, MS);The Goldman Sachs Group Inc;GS;US38141G1040;Investment Banking;Financials
NLBNPIT302Z2;Cash Collect Protection Booster (ISP, SAN, GS, MS);Morgan Stanley;MS;US6174464486;Investment Banking;Financials
NLBNPIT30309;Cash Collect Protection Booster (BMPS, GLE, CABK, BBVA);Banca Monte dei Paschi di Siena SpA;BMPS;IT0005508921;Banking;Financials
NLBNPIT30309;Cash Collect Protection Booster (BMPS, GLE, CABK, BBVA);Societe Generale SA;GLE;FR0000130809;Banking;Financials
NLBNPIT30309;Cash Collect Protection Booster (BMPS, GLE, CABK, BBVA);CaixaBank SA;CABK;ES0140609019;Banking;Financials
NLBNPIT30309;Cash Collect Protection Booster (BMPS, GLE, CABK, BBVA);Banco Bilbao Vizcaya Argentaria SA;BBVA;ES0113211835;Banking;Financials
NLBNPIT30333;Cash Collect Protection Booster (Enel, Leonardo, Snam, Moncler);Enel SpA;ENEL;IT0003128367;Electric Utilities;Utilities
NLBNPIT30333;Cash Collect Protection Booster (Enel, Leonardo, Snam, Moncler);Leonardo SpA;LDO;IT0003856405;Aerospace & Defense;Industrials
NLBNPIT30333;Cash Collect Protection Booster (Enel, Leonardo, Snam, Moncler);Snam SpA;SRG;IT0003153415;Gas Utilities;Energy
NLBNPIT30333;Cash Collect Protection Booster (Enel, Leonardo, Snam, Moncler);Moncler SpA;MONC;IT0004965148;Apparel Manufacturing;Consumer Cyclical
NLBNPIT30341;Cash Collect Protection Booster (UNI, G, SREN, SCR);Unipol Assicurazioni SpA;UNI;IT0004810054;Insurance;Financial
NLBNPIT30341;Cash Collect Protection Booster (UNI, G, SREN, SCR);Generali;G;IT0000062072;Insurance;Financial
NLBNPIT30341;Cash Collect Protection Booster (UNI, G, SREN, SCR);Swiss Re AG;SREN;CH0126881561;Insurance;Financial
NLBNPIT30341;Cash Collect Protection Booster (UNI, G, SREN, SCR);SCOR SE;SCR;FR0010411983;Insurance;Financial
NLBNPIT30358;Cash Collect Protection Booster (A2A, Engie, Veolia, E.ON);A2A SpA;A2A;IT0001233417;Electric Utilities;Utilities
NLBNPIT30358;Cash Collect Protection Booster (A2A, Engie, Veolia, E.ON);Engie SA;ENGI;FR0010208488;Multi-Utilities;Utilities
NLBNPIT30358;Cash Collect Protection Booster (A2A, Engie, Veolia, E.ON);Veolia Environnement SA;VIE;FR0000124141;Environmental Services;Utilities
NLBNPIT30358;Cash Collect Protection Booster (A2A, Engie, Veolia, E.ON);E.ON SE;EOAN;DE000ENAG999;Electric Utilities;Utilities
NLBNPIT303A3;Cash Collect Protection Booster (NVIDIA, Intel, Tesla, Meta);NVIDIA Corp;NVDA;US67066G1040;Semiconductors;Technology
NLBNPIT303A3;Cash Collect Protection Booster (NVIDIA, Intel, Tesla, Meta);Intel Corp;INTC;US4581401001;Semiconductors;Technology
NLBNPIT303A3;Cash Collect Protection Booster (NVIDIA, Intel, Tesla, Meta);Tesla Inc;TSLA;US88150R1014;Auto Manufacturers;Consumer Cyclical
NLBNPIT303A3;Cash Collect Protection Booster (NVIDIA, Intel, Tesla, Meta);Meta Platforms Inc;META;US30303M1027;Internet Content & Information;Communication Services
XS3236768365;10Y 100% Protection Cash Collect on Solactive BTP 10Y Index (SOITA10Y Index);Solactive BTP 10 Annual Comp. Yield Index;SOITA10Y;N/A;Government Bonds;Financials
CH1453354354;8.00% p.a. Reverse Convertible in EUR on 0.5% France Govt (05/25/2072) (FR0014001NN8);0.5% France Govt (05/25/2072);FR0014001NN8;FR0014001NN8;Sovereign Debt;Government
BAD006771353;IT0006771353;Intel;"";"";"";""
BAD00677153;IT0006771353;Intel;"";"";"";""
