certificate_isin;certificate_name;stock_name;stock_google_finance_ticker;stock_exchange;stock_isin;stock_industry;stock_sector
NLBNPIT304N4;12 Premi Fissi Cash Collect Step Down (ASML, STLAM, CBK, ENR);Commerzbank AG;FRA:CBK;Xetra;DE000CBK1001;Banking;Financial Services
XS3312413340;Credit Linked Note on BANCA MONTE DEI PASCHI DI SIENA S.P.A., INTESA SANPAOLO SPA, UNICREDIT, SOCIETA PER AZIONI (BMPS, ISP, UCG);Banca Monte dei Paschi di Siena S.p.A.;BIT:BMPS;BIT;IT0005218752;Banks;Financial Services
XS3312413340;Credit Linked Note on BANCA MONTE DEI PASCHI DI SIENA S.P.A., INTESA SANPAOLO SPA, UNICREDIT, SOCIETA PER AZIONI (BMPS, ISP, UCG);UniCredit S.p.A.;BIT:UCG;BIT;IT0005239545;Banks;Financial Services
XS3312413340;Credit Linked Note on BANCA MONTE DEI PASCHI DI SIENA S.P.A., INTESA SANPAOLO SPA, UNICREDIT, SOCIETA PER AZIONI (BMPS, ISP, UCG);Intesa Sanpaolo S.p.A.;BIT:ISP;BIT;IT0000072618;Banks;Financial Services
CH1525083577;Certificato Express in EUR su Banca Monte dei Paschi Siena, Banco BPM, UniCredit (BMPS, BAMI, UCG);UNICREDIT SPA;BIT:UCG;BIT;IT0005239360;Banking;Financials
CH1525083577;Certificato Express in EUR su Banca Monte dei Paschi Siena, Banco BPM, UniCredit (BMPS, BAMI, UCG);BANCA MONTE DEI PASCHI SIENA;BIT:BMPS;BIT;IT0005508921;Banking;Financials
CH1525083577;Certificato Express in EUR su Banca Monte dei Paschi Siena, Banco BPM, UniCredit (BMPS, BAMI, UCG);BANCO BPM SPA;BIT:BAMI;BIT;IT0005218380;Banking;Financials
CH1550424985;Certificato Express in EUR su Banca Monte dei Paschi Siena e STMicroelectronics;Banca Monte dei Paschi Siena;BIT:BMPS;BIT;IT0005508921;Banking;Financials
DE000VH30021;Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance (ALV, CS, ZURN);AXA SA;EPA:CS;EPA;FR0000120628;Insurance;Financials
DE000VH30021;Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance (ALV, CS, ZURN);Zurich Insurance Group;SWX:ZURN;SIX Swiss Exchange;CH0011075394;Insurance;Financials
DE000VH30021;Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance (ALV, CS, ZURN);Allianz SE;ALV;XETRA;DE0008404005;Insurance;Financials
DE000VJ6U7J7;Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance;AXA SA;EPA:CS;EPA;FR0000120628;Insurance;Financials
DE000VJ6U7J7;Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance;Allianz SE;ALV;XETRA;DE0008404005;Insurance;Financials
DE000VJ6U7J7;Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance;Zurich Insurance Group AG;SWX:ZURN;SIX Swiss Exchange;CH0011075394;Insurance;Financials
DE000VJ6U7J7;Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance;Commerzbank;ETR:CBK;XETRA;DE000CBK1001;Banks;Financials
DE000VJ6U7J7;Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance;Banca MPS;BIT:BMPS;BIT;IT0005218752;Banks;Financials
DE000VJ6U7J7;Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance;Societe Generale;EPA:GLE;EPA;FR0000130809;Banks;Financials
DE000VJ6U7J7;Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance;Raiffeisen Bank;VIE:RBI;Vienna Stock Exchange;AT0000606306;Banks;Financials
DE000VK6PMC6;Vontobel Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance;Intesa Sanpaolo;BIT:ISP;BIT;IT0000072618;Banks;Financials
DE000VK6PMC6;Vontobel Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance;NEXI;BIT:NEXI;BIT;IT0005366767;Financial Services;Financials
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Commerzbank;ETR:CBK;XETRA;DE000CBK1001;Banks;Financials
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Commerzbank AG;FRA:CBK;Xetra;DE000CBK1001;Banks;Financials
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Societe Generale;EPA:GLE;EPA;FR0000130809;Banks;Financials
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Banco BPM SpA;BIT:BAMI;BIT;IT0005218380;Banks;Financials
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Societe Generale SA;EPA:GLE;EPA;FR0000130809;Banks;Financials
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Banco BPM;BIT:BAMI;BIT;IT0005218380;Banks;Financials
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Banca Monte dei Paschi di Siena;BIT:BMPS;BIT;IT0005272031;Banks;Financials
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Banca MPS;BIT:BMPS;BIT;IT0005218752;Banks;Financials
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);Banco BPM;BIT:BAMI;BIT;IT0005218380;Banks;Financials
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);Banca MPS;BIT:BMPS;BIT;IT0005508921;Banks;Financials
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);Fineco;BIT:FBK;BIT;IT0000072170;Banks;Financials
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);BPER Banca SPA;BIT:BPE;BIT;IT0000066123;Banking;Financials
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);BPER Banca;BIT:BPE;BIT;IT0003839121;Banks;Financials
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);Banco BPM SpA;BIT:BAMI;BIT;IT0005218380;Banking;Financials
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);FinecoBank Banca Fineco SpA;BIT:FBK;BIT;IT0000072170;Banking/Financial Services;Financials
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);Banca Monte dei Paschi di Siena SpA;BIT:BMPS;BIT;IT0005508921;Banking;Financials
NLBNPIT300C5;Step Down Memory Cash Collect on Banca Monte dei Paschi di Siena SpA (BMPS);Banca Monte dei Paschi di Siena SpA;BIT:BMPS;BIT;IT0005508921;Banks;Financials
NLBNPIT302V1;Cash Collect Protection Booster (UniCredit SpA, Intesa Sanpaolo SpA, BPER Banca SPA);BPER Banca SPA;BIT:BPE;BIT;IT0000066123;Banking;Financials
NLBNPIT302V1;Cash Collect Protection Booster (UniCredit SpA, Intesa Sanpaolo SpA, BPER Banca SPA);UniCredit SpA;BIT:UCG;BIT;IT0005239360;Banking;Financials
NLBNPIT302V1;Cash Collect Protection Booster (UniCredit SpA, Intesa Sanpaolo SpA, BPER Banca SPA);Intesa Sanpaolo SpA;BIT:ISP;BIT;IT0000072618;Banking;Financials
NLBNPIT302W9;Prodotto Cash Collect Protection Booster (UniCredit SpA, Intesa Sanpaolo SpA);Intesa Sanpaolo;BIT:ISP;BIT;IT0000072618;Banks;Financials
NLBNPIT302W9;Prodotto Cash Collect Protection Booster (UniCredit SpA, Intesa Sanpaolo SpA);Unicredit;BIT:UCG;BIT;IT0005239545;Banks;Financials
NLBNPIT302Y5;Cash Collect Protection Booster (UniCredit SpA, Banca Monte dei Paschi di Siena SpA, BPER Banca SPA, Banco BPM SpA);Unicredit;BIT:UCG;BIT;IT0005239360;Banks;Financials
NLBNPIT302Y5;Cash Collect Protection Booster (UniCredit SpA, Banca Monte dei Paschi di Siena SpA, BPER Banca SPA, Banco BPM SpA);Banco BPM;BIT:BAMI;BIT;IT0005218380;Banks;Financials
NLBNPIT302Y5;Cash Collect Protection Booster (UniCredit SpA, Banca Monte dei Paschi di Siena SpA, BPER Banca SPA, Banco BPM SpA);BPER Banca;BIT:BPE;BIT;IT0000066123;Banks;Financials
NLBNPIT302Y5;Cash Collect Protection Booster (UniCredit SpA, Banca Monte dei Paschi di Siena SpA, BPER Banca SPA, Banco BPM SpA);Banca MPS;BIT:BMPS;BIT;IT0005508921;Banks;Financials
NLBNPIT30309;Cash Collect Protection Booster (BMPS, GLE, CABK, BBVA);Banco Bilbao Vizcaya Argentaria SA;BME:BBVA;BME;ES0113211835;Banking;Financials
NLBNPIT30309;Cash Collect Protection Booster (BMPS, GLE, CABK, BBVA);Societe Generale SA;EPA:GLE;EPA;FR0000130809;Banking;Financials
NLBNPIT30309;Cash Collect Protection Booster (BMPS, GLE, CABK, BBVA);CaixaBank SA;BME:CABK;BME;ES0140609019;Banking;Financials
NLBNPIT30309;Cash Collect Protection Booster (BMPS, GLE, CABK, BBVA);Banca Monte dei Paschi di Siena SpA;BIT:BMPS;BIT;IT0005508921;Banking;Financials
NLBNPIT30325;Cash Collect Protection Booster (Poste Italiane SpA, UniCredit SpA, Generali, Eni SpA);Poste Italiane S.p.A.;BIT:PST;BIT;IT0003794171;Diversified Financial Services;Financials
NLBNPIT30325;Cash Collect Protection Booster (Poste Italiane SpA, UniCredit SpA, Generali, Eni SpA);UniCredit S.p.A.;BIT:UCG;BIT;IT0005239997;Banks;Financials
NLBNPIT30341;Cash Collect Protection Booster (UNI, G, SREN, SCR);Swiss Re;SWX:SREN;SIX Swiss Exchange;CH0126881561;Reinsurance;Financials
NLBNPIT30341;Cash Collect Protection Booster (UNI, G, SREN, SCR);Unipol Gruppo Finanziario;BIT:UNI;BIT;IT0003189914;Multi-line Insurance;Financials
NLBNPIT30341;Cash Collect Protection Booster (UNI, G, SREN, SCR);Scor;EPA:SCR;EPA;FR0010411983;Reinsurance;Financials
NLBNPIT30341;Cash Collect Protection Booster (UNI, G, SREN, SCR);Generali;BIT:G;BIT;IT0000062072;Multi-line Insurance;Financials
NLBNPIT303V9;Maxi Cash Collect Step Down BAMI BPE ISP FBK;Banco BPM SpA;BIT:BAMI;BIT;IT0005218380;Banks;Financials
NLBNPIT303V9;Maxi Cash Collect Step Down BAMI BPE ISP FBK;Intesa Sanpaolo SpA;BIT:ISP;BIT;IT0000072618;Banks;Financials
NLBNPIT303V9;Maxi Cash Collect Step Down BAMI BPE ISP FBK;BPER Banca SPA;BIT:BPE;BIT;IT0000066123;Banks;Financials
NLBNPIT303V9;Maxi Cash Collect Step Down BAMI BPE ISP FBK;FinecoBank Banca Fineco SpA;BIT:FBK;BIT;IT0000072170;Diversified Financial Services;Financials
NLBNPIT303W7;Maxi Cash Collect Step Down ISP SAN ZURN CS;AXA SA;EPA:CS;EPA;FR0000120628;Insurance;Financials
NLBNPIT303W7;Maxi Cash Collect Step Down ISP SAN ZURN CS;Intesa Sanpaolo SpA;BIT:ISP;BIT;IT0000072618;Banks;Financials
NLBNPIT303W7;Maxi Cash Collect Step Down ISP SAN ZURN CS;Banco Santander SA;BME:SAN;BME;ES0113900J37;Banks;Financials
NLBNPIT303W7;Maxi Cash Collect Step Down ISP SAN ZURN CS;Zurich Insurance Group AG;SWX:ZURN;SIX Swiss Exchange;CH0011075394;Insurance;Financials
NLBNPIT303Y3;Maxi Cash Collect Step Down (BPE, AZM, G, PST);Poste Italiane SpA;BIT:PST;BIT;IT0003796171;Postal Services and Financials;Financials
NLBNPIT303Y3;Maxi Cash Collect Step Down (BPE, AZM, G, PST);BPER Banca SPA;BIT:BPE;BIT;IT0000066123;Banks;Financials
NLBNPIT303Y3;Maxi Cash Collect Step Down (BPE, AZM, G, PST);Azimut Holding SpA;BIT:AZM;BIT;IT0003261697;Asset Management;Financials
NLBNPIT303Y3;Maxi Cash Collect Step Down (BPE, AZM, G, PST);Generali;BIT:G;BIT;IT0000062072;Insurance;Financials
NLBNPIT304D5;12 Premi Fissi Cash Collect Step Down on BMPS, ISP, BAMI;Intesa Sanpaolo SpA;BIT:ISP;BIT;IT0000072618;Banking;Financials
NLBNPIT304D5;12 Premi Fissi Cash Collect Step Down on BMPS, ISP, BAMI;Banco BPM SpA;BIT:BAMI;BIT;IT0005218380;Banking;Financials
NLBNPIT304D5;12 Premi Fissi Cash Collect Step Down on BMPS, ISP, BAMI;Banca Monte dei Paschi di Siena SpA;BIT:BMPS;BIT;IT0005508921;Banking;Financials
NLBNPIT304E3;12 Premi Fissi Cash Collect Step Down-Intesa Sanpaolo SpA, Banco BPM SpA;Banco BPM SpA;BIT:BAMI;BIT;IT0005218380;Banking;Financials
NLBNPIT304E3;12 Premi Fissi Cash Collect Step Down-Intesa Sanpaolo SpA, Banco BPM SpA;Banco BPM SpA;BIT:BAMI;BIT;IT0005218380;Banks;Financials
NLBNPIT304E3;12 Premi Fissi Cash Collect Step Down-Intesa Sanpaolo SpA, Banco BPM SpA;Intesa Sanpaolo SpA;BIT:ISP;BIT;IT0000072618;Banks;Financials
NLBNPIT304E3;12 Premi Fissi Cash Collect Step Down-Intesa Sanpaolo SpA, Banco BPM SpA;Intesa Sanpaolo SpA;BIT:ISP;BIT;IT0000072618;Banking;Financials
NLBNPIT304G8;12 Premi Fissi Cash Collect Step Down (BGN, UCG, BMPS, BPE);Banca Generali SpA;BGN;BIT;IT0001031084;Banking;Financials
NLBNPIT304G8;12 Premi Fissi Cash Collect Step Down (BGN, UCG, BMPS, BPE);UniCredit SpA;BIT:UCG;BIT;IT0005239360;Banking;Financials
NLBNPIT304G8;12 Premi Fissi Cash Collect Step Down (BGN, UCG, BMPS, BPE);BPER Banca SPA;BIT:BPE;BIT;IT0000066123;Banking;Financials
NLBNPIT304G8;12 Premi Fissi Cash Collect Step Down (BGN, UCG, BMPS, BPE);Banca Monte dei Paschi di Siena SpA;BIT:BMPS;BIT;IT0005508921;Banking;Financials
NLBNPIT304J2;12 Premi Fissi Cash Collect Step Down (Leonardo, Poste Italiane, Enel);Poste Italiane SpA;BIT:PST;BIT;IT0003796171;Insurance/Logistics;Financials
NLBNPIT304W5;Memory Cash Collect Callable SX6E SX7E SX8E SXIE;EURO STOXX Banks Index;STOXX:SX7E;STOXX;EU0009658426;Banks;Financials
NLBNPIT304W5;Memory Cash Collect Callable SX6E SX7E SX8E SXIE;ESTX Insurance (EUR) Pr;SXIE;STOXX;EU0009658442;Insurance;Financials
NLBNPIT304Y1;Memory Cash Collect Callable SX7E SPX;EURO STOXX® Banks Index;STOXX;STOXX;EU0009658426;Banking;Financials
XS3236768365;10Y 100% Protection Cash Collect on Solactive BTP 10Y Index (SOITA10Y Index);Solactive BTP 10 Annual Comp. Yield Index;SOITA10Y;N/A;N/A;Government Bonds;Financials
XS3312413183;BNP Paribas Credit Certificate on BMPS, UCG, ISP (XS3312413183);Banca Monte dei Paschi di Siena S.p.A. (Subordinated);BIT:BMPS;BIT;IT0005508921;Banks;Financials
XS3312413183;BNP Paribas Credit Certificate on BMPS, UCG, ISP (XS3312413183);UniCredit S.p.A. (Subordinated);BIT:UCG;BIT;IT0005239360;Banks;Financials
XS3312413183;BNP Paribas Credit Certificate on BMPS, UCG, ISP (XS3312413183);Intesa Sanpaolo S.p.A. (Subordinated);BIT:ISP;BIT;IT0000072618;Banks;Financials
XS3312413423;Credit Certificate (SAN, BARC, DBK);BARCLAYS PLC;LON:BARC;LSE;GB0031348658;Banks;Financials
XS3312413423;Credit Certificate (SAN, BARC, DBK);BANCO SANTANDER, S.A.;BME:SAN;BME;ES0113900J37;Banks;Financials
XS3312413423;Credit Certificate (SAN, BARC, DBK);DEUTSCHE BANK AKTIENGESELLSCHAFT;ETR:DBK;Xetra;DE0005140008;Banks;Financials
XS3312413852;BNP Paribas Credit Certificate on GS, MS;THE GOLDMAN SACHS GROUP, INC.;NYSE:GS;NYSE;US38141G1040;Capital Markets;Financials
XS3312413852;BNP Paribas Credit Certificate on GS, MS;MORGAN STANLEY;NYSE:MS;NYSE;US6174464486;Capital Markets;Financials
CH1390871320;5.30% p.a. Reverse Convertible in EUR su 2.15% BTPS Italia (03/01/72);2.15% BTPS Italia (03/01/72);IT0005441883;BIT;IT0005441883;Government Bonds;Government
CH1453354354;8.00% p.a. Reverse Convertible in EUR on 0.5% France Govt (05/25/2072) (FR0014001NN8);0.5% France Govt (05/25/2072);FR0014001NN8;Euronext;FR0014001NN8;Sovereign Debt;Government
CH1525083544;EQUITY PROTECTION;BTP TF 0,95% GN32 EUR;MOT;MOT;IT0005405318;Sovereign Debt;Government
XS3287393642;12Y 100% Protection Cash Collect on BFR TEC 10Y Index in EUR (BFRTEC10 Index);Banque de France TEC 10 CNO Constant 10 Year Maturity Treasury Benchmark;Euronext;Euronext;N/A;Sovereign Bonds;Government
XS3266629172;10Y 100% Protection Cash Collect on Solactive BTP 10Y Index in EUR (SOITA10Y);Solactive BTP 10 Annual Comp. Yield Index;SOITA10Y;Solactive;N/A;Fixed Income;Government Bonds
CH1316652309;Certificato Express in EUR su Bayer e Pfizer (BAYN GY, PFE UN);BAYER AG-REG;BAYN;Xetra;DE000BAY0017;Pharmaceuticals;Healthcare
CH1316652309;Certificato Express in EUR su Bayer e Pfizer (BAYN GY, PFE UN);PFIZER INC-REG;PFE;NYSE;US7170811035;Pharmaceuticals;Healthcare
CH1550424670;Target One Autocallable (Anglogold Ashanti ADR, Colgate-Palmolive, Moderna);Moderna Inc;MRNA;NASDAQ;US60770K1079;Biotechnology;Healthcare
NLBNPIT304S3;12 Premi Fissi Cash Collect Step Down (Bayer AG, Eli Lilly and Co, Merck and Co Inc);Bayer AG;BAYN;XETRA;DE000BAY0017;Pharmaceuticals;Healthcare
NLBNPIT304S3;12 Premi Fissi Cash Collect Step Down (Bayer AG, Eli Lilly and Co, Merck and Co Inc);Merck and Co Inc;MRK;NYSE;US58933Y1055;Pharmaceuticals;Healthcare
NLBNPIT304S3;12 Premi Fissi Cash Collect Step Down (Bayer AG, Eli Lilly and Co, Merck and Co Inc);Eli Lilly and Co;LLY;NYSE;US5324571083;Pharmaceuticals;Healthcare
NLBNPIT304X3;Memory Cash Collect Callable (SPX, SX5E, FTSEMIB);EURO STOXX 50 Index;SX5E;Eurex;EU0009658145;Index;Index
NLBNPIT304X3;Memory Cash Collect Callable (SPX, SX5E, FTSEMIB);FTSE MIB INDEX;FTSEMIB;BIT;IT0003465705;Index;Index
NLBNPIT304X3;Memory Cash Collect Callable (SPX, SX5E, FTSEMIB);S&P 500 Index;SPX;NYSE;US78378X1072;Index;Index
NLBNPIT30507;Memory Cash Collect Callable-EWY, MCHI, SPX, SX5E;EURO STOXX 50 Index;STOXX;STOXX;EU0009658145;Index;Index
NLBNPIT30507;Memory Cash Collect Callable-EWY, MCHI, SPX, SX5E;S&P 500 Index;INDEXSP:.INX;Cboe;US78378X1072;Index;Index
IT0006775404;60m Wof Memory Phoenix Autocall on EURO STOXX 50 Price EUR, S&P 500 INDEX, Nikkei 225, iShares China Large-Cap ETF in EUR;S&P 500 INDEX;SPX;Not Specified;Not Specified;Financial Indices;Indices
IT0006775404;60m Wof Memory Phoenix Autocall on EURO STOXX 50 Price EUR, S&P 500 INDEX, Nikkei 225, iShares China Large-Cap ETF in EUR;EURO STOXX 50 Price EUR;SX5E;Not Specified;Not Specified;Financial Indices;Indices
IT0006775404;60m Wof Memory Phoenix Autocall on EURO STOXX 50 Price EUR, S&P 500 INDEX, Nikkei 225, iShares China Large-Cap ETF in EUR;Nikkei 225;NKY;Not Specified;Not Specified;Financial Indices;Indices
CH1550424928;Certificato Express in EUR su Banco BPM, Davide Campari-Milano, Enel, Leonardo (BAMI, CPR, ENEL, LDO);LEONARDO SPA;BIT:LDO;BIT;IT0003856405;Aerospace and Defense;Industrials
DE000VH30021;Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance (ALV, CS, ZURN);Leonardo;BIT:LDO;BIT;IT0003856405;Aerospace and Defense;Industrials
NLBNPIT2HHH4;12 Premi Fissi Cash Collect Step Down 95% (Leonardo SpA, ERG SpA, Ferrari NV, Moncler SpA);Leonardo;BIT:LDO;BIT;IT0003856405;Aerospace and Defense;Industrials
NLBNPIT2TQK4;12 Premi Fissi Cash Collect Step Down (Rheinmetall AG, Leonardo SpA, The Boeing Co, Dassault Systemes SE);Rheinmetall AG;ETR:RHM;XETRA;DE0007030009;Aerospace and Defense;Industrials
NLBNPIT2TQK4;12 Premi Fissi Cash Collect Step Down (Rheinmetall AG, Leonardo SpA, The Boeing Co, Dassault Systemes SE);The Boeing Co;NYSE:BA;NYSE;US0970231058;Aerospace and Defense;Industrials
NLBNPIT2TQK4;12 Premi Fissi Cash Collect Step Down (Rheinmetall AG, Leonardo SpA, The Boeing Co, Dassault Systemes SE);Leonardo SpA;BIT:LDO;BIT;IT0003856405;Aerospace and Defense;Industrials
NLBNPIT30150;6 Premi Fissi Cash Collect Callable (COHR UN, HO FP, LDO IM);Leonardo;BIT:LDO;BIT;IT0003856405;Aerospace and Defense;Industrials
NLBNPIT30150;6 Premi Fissi Cash Collect Callable (COHR UN, HO FP, LDO IM);Thales;EPA:HO;EPA;FR0000121329;Aerospace and Defense;Industrials
NLBNPIT30333;Cash Collect Protection Booster (Enel, Leonardo, Snam, Moncler);Leonardo SpA;BIT:LDO;BIT;IT0003856405;Aerospace and Defense;Industrials
NLBNPIT304J2;12 Premi Fissi Cash Collect Step Down (Leonardo, Poste Italiane, Enel);Leonardo SpA;BIT:LDO;BIT;IT0003856405;Aerospace and Defense;Industrials
NLBNPIT304K0;12 Premi Fissi Cash Collect Step Down (FCT, SRG, ERG, STMMI);Fincantieri SpA;BIT:FCT;BIT;IT0005599938;Shipbuilding;Industrials
NLBNPIT304M6;12 Premi Fissi Cash Collect Step Down-RHM, BA, FCT;The Boeing Co;NYSE:BA;NYSE;US0970231058;Aerospace and Defense;Industrials
NLBNPIT304M6;12 Premi Fissi Cash Collect Step Down-RHM, BA, FCT;Rheinmetall AG;ETR:RHM;XETRA;DE0007030009;Aerospace and Defense;Industrials
NLBNPIT304M6;12 Premi Fissi Cash Collect Step Down-RHM, BA, FCT;Fincantieri SpA;BIT:FCT;BIT;IT0005599938;Shipbuilding;Industrials
NLBNPIT304N4;12 Premi Fissi Cash Collect Step Down (ASML, STLAM, CBK, ENR);Siemens Energy AG;ETR:ENR;Xetra;DE000ENER6Y0;Energy Equipment and Services;Industrials
NLBNPIT304P9;12 Premi Fissi Cash Collect Step Down (ENEL, ENR, ELE);Siemens Energy AG;ETR:ENR;Xetra;DE000ENER6Y0;Electrical Equipment;Industrials
XS3312413696;Credit Certificate on LEONARDO S.P.A., ENI S.P.A., ENEL S.P.A.;LEONARDO SOCIETA' PER AZIONI;BIT:LDO;BIT;IT0003856405;Aerospace and Defense;Industrials
IT0006767823;N/A;Microsoft;MSFT:NASDAQ;NASDAQ;US5949181045;Software;Information Technology
IT0006767823;N/A;Palantir;PLTR:NYSE;NYSE;US69608A1088;Software;Information Technology
IT0006767823;N/A;Nvidia;NVDA:NASDAQ;NASDAQ;US67066G1040;Semiconductors;Information Technology
NLBNPIT2QDD3;Low Barrier Cash Collect on Oracle Corp, Dell Technologies Inc, Fortinet Inc, Amazon.com Inc;Dell;NYSE:DELL;NYSE;US24703L2025;Technology Hardware, Storage and Peripherals;Information Technology
NLBNPIT2QDD3;Low Barrier Cash Collect on Oracle Corp, Dell Technologies Inc, Fortinet Inc, Amazon.com Inc;Fortinet;NASDAQ:FTNT;NASDAQ;US34959E1091;Software;Information Technology
NLBNPIT2QDD3;Low Barrier Cash Collect on Oracle Corp, Dell Technologies Inc, Fortinet Inc, Amazon.com Inc;Oracle;NYSE:ORCL;NYSE;US68389X1054;Software;Information Technology
NLBNPIT30150;6 Premi Fissi Cash Collect Callable (COHR UN, HO FP, LDO IM);Coherent;NYSE:COHR;NYSE;US1924791031;Electronic Equipment, Instruments and Components;Information Technology
NLBNPIT303A3;Cash Collect Protection Booster (NVIDIA, Intel, Tesla, Meta);Intel Corporation;NASDAQ:INTC;NASDAQ;US4581401001;Semiconductors;Information Technology
NLBNPIT303A3;Cash Collect Protection Booster (NVIDIA, Intel, Tesla, Meta);NVIDIA Corporation;NASDAQ:NVDA;NASDAQ;US67066G1040;Semiconductors;Information Technology
NLBNPIT304Y1;Memory Cash Collect Callable SX7E SPX;S&P 500® Index;INDEXSP:.INX;CBOE;US78378X1072;Broad Market;Multi-sector
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Tesla Inc;NASDAQ:TSLA;UW;N/A;N/A;N/A
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Oracle Corp;NYSE:ORCL;UN;N/A;N/A;N/A
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Intel Corp;NASDAQ:INTC;UW;N/A;N/A;N/A
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Micron Technology Inc;NASDAQ:MU;UW;N/A;N/A;N/A
IT0006775891;14m Wof Memory Phoenix Autocall on ASML Holding NV (ASML NA), Intel Corp (INTC UW), STMicroelectronics NV (STMPA FP) in EUR;Intel Corp;INTC UW;Not specified;Not specified;Not specified;Not specified
IT0006775891;14m Wof Memory Phoenix Autocall on ASML Holding NV (ASML NA), Intel Corp (INTC UW), STMicroelectronics NV (STMPA FP) in EUR;ASML Holding NV;ASML NA;Not specified;Not specified;Not specified;Not specified
IT0006775891;14m Wof Memory Phoenix Autocall on ASML Holding NV (ASML NA), Intel Corp (INTC UW), STMicroelectronics NV (STMPA FP) in EUR;STMicroelectronics NV;STMPA FP;Not specified;Not specified;Not specified;Not specified
CH1550421346;Certificato Express in EUR su Intesa Sanpaolo (ISP), Micron Technology (MU), UniCredit (UCG) Phoenix Autocallable;Advanced Micro Devices, Inc.;NASDAQ:AMD;NASDAQ;US0079031078;Semiconductors;Technology
CH1550421346;Certificato Express in EUR su Intesa Sanpaolo (ISP), Micron Technology (MU), UniCredit (UCG) Phoenix Autocallable;NVIDIA Corp;NASDAQ:NVDA;NASDAQ;US67066G1040;Semiconductors;Technology
CH1550421528;Express Certificate in EUR on Intel and Micron Technology (INTC, MU);Intel;NASDAQ:INTC;NASDAQ;US4581401001;Semiconductors;Technology
CH1550421528;Express Certificate in EUR on Intel and Micron Technology (INTC, MU);Micron Technology;NASDAQ:MU;NASDAQ;US5951121038;Semiconductors;Technology
CH1550422195;Phoenix Autocallable Express on A2A, Eni, Ferrari, Intesa Sanpaolo;Advanced Micro Devices, Inc.;NASDAQ:AMD;NASDAQ;US0079031078;Semiconductors;Technology
