isin;ask;bid;dt
XS3312413423;"";"";2026-06-04T13-01-07
XS3312413423;"";"";2026-06-04T15-01-14
XS3312413423;"";"";2026-06-04T08-00-23
XS3312413696;"";"";2026-06-01T13-00-55
XS3312413696;"";"";2026-06-01T15-00-46
XS3312413696;"";"";2026-06-01T08-00-35
XS3312413696;"";"";2026-06-03T13-01-05
XS3312413696;"";"";2026-06-03T15-00-57
XS3312413696;"";"";2026-06-03T08-01-00
XS3312413696;"";"";2026-06-02T13-00-56
XS3312413696;"";"";2026-06-02T15-00-38
XS3312413696;"";"";2026-06-02T08-00-29
XS3312413696;"";"";2026-05-29T15-00-30
XS3312413696;"";"";2026-06-01T08-00-35
XS3312413696;"";"";2026-06-01T13-00-55
XS3312413696;"";"";2026-06-01T15-00-46
XS3312413696;"";"";2026-06-02T08-00-29
XS3312413696;"";"";2026-06-02T13-00-56
XS3312413696;"";"";2026-06-02T15-00-38
XS3312413696;"";"";2026-06-03T08-01-00
XS3312413696;"";"";2026-05-29T08-00-30
XS3312413696;"";"";2026-06-04T13-01-07
XS3312413696;"";"";2026-06-04T15-01-14
XS3312413696;"";"";2026-06-04T08-00-23
XS3312413779;"";"";2026-06-01T13-00-55
XS3312413779;"";"";2026-06-01T15-00-46
XS3312413779;"";"";2026-06-01T08-00-35
XS3312413779;"";"";2026-06-03T13-01-05
XS3312413779;"";"";2026-06-03T15-00-57
XS3312413779;"";"";2026-06-03T08-01-00
XS3312413779;"";"";2026-06-02T13-00-56
XS3312413779;"";"";2026-06-02T15-00-38
XS3312413779;"";"";2026-06-02T08-00-29
XS3312413779;"";"";2026-05-29T15-00-30
XS3312413779;"";"";2026-06-01T08-00-35
XS3312413779;"";"";2026-06-01T13-00-55
XS3312413779;"";"";2026-06-01T15-00-46
XS3312413779;"";"";2026-06-02T08-00-29
XS3312413779;"";"";2026-06-02T13-00-56
XS3312413779;"";"";2026-06-02T15-00-38
XS3312413779;"";"";2026-06-03T08-01-00
XS3312413779;"";"";2026-05-29T08-00-30
XS3312413779;"";"";2026-06-04T13-01-07
XS3312413779;"";"";2026-06-04T15-01-14
XS3312413779;"";"";2026-06-04T08-00-23
XS3312413852;"";"";2026-06-01T13-00-55
XS3312413852;"";"";2026-06-01T15-00-46
XS3312413852;"";"";2026-06-01T08-00-35
XS3312413852;"";"";2026-06-03T13-01-05
XS3312413852;"";"";2026-06-03T15-00-57
XS3312413852;"";"";2026-06-03T08-01-00
XS3312413852;"";"";2026-06-02T13-00-56
XS3312413852;"";"";2026-06-02T15-00-38
XS3312413852;"";"";2026-06-02T08-00-29
XS3312413852;"";"";2026-05-29T15-00-30
XS3312413852;"";"";2026-06-01T08-00-35
XS3312413852;"";"";2026-06-01T13-00-55
XS3312413852;"";"";2026-06-01T15-00-46
XS3312413852;"";"";2026-06-02T08-00-29
XS3312413852;"";"";2026-06-02T13-00-56
XS3312413852;"";"";2026-06-02T15-00-38
XS3312413852;"";"";2026-06-03T08-01-00
XS3312413852;"";"";2026-05-29T08-00-30
XS3312413852;"";"";2026-06-04T13-01-07
XS3312413852;"";"";2026-06-04T15-01-14
XS3312413852;"";"";2026-06-04T08-00-23
XS3342731489;"";"";2026-06-01T13-00-55
XS3342731489;"";"";2026-06-01T15-00-46
XS3342731489;"";"";2026-06-01T08-00-35
XS3342731489;"";"";2026-06-03T13-01-05
XS3342731489;"";"";2026-06-03T15-00-57
XS3342731489;"";"";2026-06-03T08-01-00
XS3342731489;"";"";2026-06-02T13-00-56
XS3342731489;"";"";2026-06-02T15-00-38
XS3342731489;"";"";2026-06-02T08-00-29
XS3342731489;"";"";2026-05-29T15-00-30
XS3342731489;"";"";2026-06-01T08-00-35
XS3342731489;"";"";2026-06-01T13-00-55
XS3342731489;"";"";2026-06-01T15-00-46
XS3342731489;"";"";2026-06-02T08-00-29
XS3342731489;"";"";2026-06-02T13-00-56
XS3342731489;"";"";2026-06-02T15-00-38
XS3342731489;"";"";2026-06-03T08-01-00
XS3342731489;"";"";2026-05-29T08-00-30
XS3342731489;"";"";2026-06-04T13-01-07
XS3342731489;"";"";2026-06-04T15-01-14
XS3342731489;"";"";2026-06-04T08-00-23
XS3343672740;"";"";2026-06-01T13-00-55
XS3343672740;"";"";2026-06-01T15-00-46
XS3343672740;"";"";2026-06-01T08-00-35
XS3343672740;"";"";2026-06-03T13-01-05
XS3343672740;"";"";2026-06-03T15-00-57
XS3343672740;"";"";2026-06-03T08-01-00
XS3343672740;"";"";2026-06-02T13-00-56
XS3343672740;"";"";2026-06-02T15-00-38
XS3343672740;"";"";2026-06-02T08-00-29
XS3343672740;"";"";2026-05-29T15-00-30
XS3343672740;"";"";2026-06-01T08-00-35
XS3343672740;"";"";2026-06-01T13-00-55
XS3343672740;"";"";2026-06-01T15-00-46
XS3343672740;"";"";2026-06-02T08-00-29
XS3343672740;"";"";2026-06-02T13-00-56
XS3343672740;"";"";2026-06-02T15-00-38
XS3343672740;"";"";2026-06-03T08-01-00
XS3343672740;"";"";2026-05-29T08-00-30
XS3343672740;"";"";2026-06-04T13-01-07
XS3343672740;"";"";2026-06-04T15-01-14
XS3343672740;"";"";2026-06-04T08-00-23
it0006771353;"";"";2026-06-01T08-00-35
it0006771353;"";"";2026-06-01T13-00-55
it0006771353;"";"";2026-06-01T15-00-46
it0006771353;"";"";2026-06-03T08-01-00
it0006771353;"";"";2026-06-03T13-01-05
it0006771353;"";"";2026-06-03T15-00-57
it0006771353;"";"";2026-06-02T08-00-29
it0006771353;"";"";2026-06-02T13-00-56
it0006771353;"";"";2026-06-02T15-00-38
it0006771353;"";"";2026-05-29T08-00-30
it0006771353;"";"";2026-05-29T15-00-30
it0006771353;"";"";2026-06-01T08-00-35
it0006771353;"";"";2026-06-01T13-00-55
it0006771353;"";"";2026-06-01T15-00-46
it0006771353;"";"";2026-06-02T08-00-29
it0006771353;"";"";2026-06-02T13-00-56
it0006771353;"";"";2026-06-02T15-00-38
it0006771353;"";"";2026-06-03T08-01-00
it0006771353;"";"";2026-06-04T08-00-23
it0006771353;"";"";2026-06-04T13-01-07
it0006771353;"";"";2026-06-04T15-01-14
it0006772583;"";"";2026-06-01T13-00-55
it0006772583;"";"";2026-06-01T15-00-46
it0006772583;"";"";2026-06-03T08-01-00
it0006772583;"";"";2026-06-03T13-01-05
it0006772583;"";"";2026-06-03T15-00-57
it0006772583;"";"";2026-06-02T08-00-29
it0006772583;"";"";2026-06-02T13-00-56
it0006772583;"";"";2026-06-02T15-00-38
it0006772583;"";"";2026-05-29T08-00-30
it0006772583;"";"";2026-05-29T15-00-30
it0006772583;"";"";2026-06-01T13-00-55
it0006772583;"";"";2026-06-01T15-00-46
it0006772583;"";"";2026-06-02T08-00-29
it0006772583;"";"";2026-06-02T13-00-56
it0006772583;"";"";2026-06-02T15-00-38
it0006772583;"";"";2026-06-03T08-01-00
it0006772583;"";"";2026-06-04T08-00-23
it0006772583;"";"";2026-06-04T13-01-07
it0006772583;"";"";2026-06-04T15-01-14
CH1550425057;"";984.9;2026-05-12T15-00-58
CH1550425057;"";987.06;2026-05-13T15-00-49
CH1550425057;"";995.21;2026-05-14T15-00-57
CH1550425057;"";987.01;2026-05-15T15-00-53
DE000VH68M19;"";71;2026-04-22T15-00-40
NLBNPIT2TQJ6;"";99.25;2026-05-12T15-00-58
NLBNPIT2TQJ6;"";99.35;2026-05-13T15-00-49
NLBNPIT2TQJ6;"";99.53;2026-05-14T15-00-57
NLBNPIT2TQJ6;"";98.95;2026-05-15T15-00-53
NLBNPIT30150;"";94.86;2026-04-02T10-31-37
NLBNPIT30150;"";95.31;2026-04-01T08-10-03
NLBNPIT30150;"";96.51;2026-04-03T15-05-36
CH1390871320;"";"";2026-04-30T15-01-12
CH1390871320;"";"";2026-05-01T15-00-49
CH1390871320;"";"";2026-05-04T15-00-37
CH1390871320;"";"";2026-05-05T15-00-34
CH1390871320;"";"";2026-05-06T15-00-46
CH1390871320;"";"";2026-05-07T15-00-37
CH1390871320;"";"";2026-05-08T15-00-42
CH1390871320;"";"";2026-05-11T15-01-02
CH1390871320;"";"";2026-05-12T15-00-58
CH1390871320;"";"";2026-05-13T15-00-49
CH1390871320;"";"";2026-05-14T15-00-57
CH1390871320;"";"";2026-05-15T15-00-53
CH1453354354;"";"";2026-04-30T15-01-12
CH1453354354;"";"";2026-05-01T15-00-49
CH1453354354;"";"";2026-05-04T15-00-37
CH1453354354;"";"";2026-05-05T15-00-34
CH1453354354;"";"";2026-05-06T15-00-46
CH1453354354;"";"";2026-05-07T15-00-37
CH1453354354;"";"";2026-05-08T15-00-42
CH1453354354;"";"";2026-05-11T15-01-02
CH1453354354;"";"";2026-05-12T15-00-58
CH1453354354;"";"";2026-05-13T15-00-49
CH1453354354;"";"";2026-05-14T15-00-57
CH1453354354;"";"";2026-05-15T15-00-53
CH1525083544;"";"";2026-04-30T15-01-12
CH1525083544;"";"";2026-05-01T15-00-49
CH1525083544;"";"";2026-05-04T15-00-37
CH1525083544;"";"";2026-05-05T15-00-34
CH1525083544;"";"";2026-05-06T15-00-46
CH1525083544;"";"";2026-05-07T15-00-37
CH1525083544;"";"";2026-05-08T15-00-42
CH1525083544;"";"";2026-05-11T15-01-02
CH1525083544;"";"";2026-05-12T15-00-58
CH1525083544;"";"";2026-05-13T15-00-49
CH1525083544;"";"";2026-05-14T15-00-57
CH1525083544;"";"";2026-05-15T15-00-53
CH1550422195;"";"";2026-04-29T10-28-29
CH1550422195;"";"";2026-04-29T15-00-33
CH1550425057;"";"";2026-05-01T15-00-49
CH1550425057;"";"";2026-05-04T15-00-37
DE000VG656A7;"";"";2026-04-22T15-00-40
DE000VG656A7;"";"";2026-04-20T15-00-51
DE000VG656A7;"";"";2026-04-24T15-00-50
DE000VG656A7;"";"";2026-04-27T15-00-41
DE000VG656A7;"";"";2026-04-28T12-41-28
DE000VG656A7;"";"";2026-04-28T15-00-41
DE000VG656A7;"";"";2026-04-02T10-31-37
DE000VG656A7;"";"";2026-05-12T15-00-58
DE000VG656A7;"";"";2026-05-13T15-00-49
DE000VG656A7;"";"";2026-05-14T15-00-57
DE000VG656A7;"";"";2026-05-15T15-00-53
DE000VH30021;"";"";2026-04-22T15-00-40
DE000VH30021;"";"";2026-04-24T15-00-50
DE000VH30021;"";"";2026-04-27T15-00-41
DE000VH30021;"";"";2026-04-28T12-41-28
DE000VH30021;"";"";2026-04-28T15-00-41
DE000VH30021;"";"";2026-04-02T10-31-37
DE000VH30021;"";"";2026-05-12T15-00-58
DE000VH30021;"";"";2026-05-13T15-00-49
DE000VH30021;"";"";2026-05-14T15-00-57
DE000VH30021;"";"";2026-05-15T15-00-53
DE000VH68M19;"";"";2026-04-20T15-00-51
DE000VH68M19;"";"";2026-04-24T15-00-50
DE000VH68M19;"";"";2026-04-27T15-00-41
DE000VH68M19;"";"";2026-04-28T12-41-28
DE000VH68M19;"";"";2026-04-28T15-00-41
DE000VH68M19;"";"";2026-04-29T09-31-11
DE000VH68M19;"";"";2026-04-29T10-28-29
DE000VH68M19;"";"";2026-04-02T10-31-37
DE000VH68M19;"";"";2026-04-03T15-05-36
DE000VH68M19;"";"";2026-04-29T15-00-33
DE000VH68M19;"";"";2026-04-30T15-01-12
DE000VH68M19;"";"";2026-05-01T15-00-49
DE000VH68M19;"";"";2026-05-04T15-00-37
DE000VH68M19;"";"";2026-05-05T15-00-34
DE000VH68M19;"";"";2026-05-06T15-00-46
DE000VH68M19;"";"";2026-05-07T15-00-37
DE000VH68M19;"";"";2026-05-08T15-00-42
DE000VH68M19;"";"";2026-05-11T15-01-02
DE000VH68M19;"";"";2026-05-12T15-00-58
DE000VH68M19;"";"";2026-05-13T15-00-49
DE000VH68M19;"";"";2026-05-14T15-00-57
DE000VH68M19;"";"";2026-05-15T15-00-53
DE000VJ6U7J7;"";"";2026-05-12T15-00-58
DE000VJ6U7J7;"";"";2026-05-13T15-00-49
DE000VJ6U7J7;"";"";2026-05-14T15-00-57
DE000VJ6U7J7;"";"";2026-05-15T15-00-53
DE000VK6PMC6;"";"";2026-04-02T10-31-37
DE000VK6PMC6;"";"";2026-05-08T15-00-42
IT0006767823;"";"";2026-04-29T09-31-11
IT0006767823;"";"";2026-04-29T10-28-29
IT0006767823;"";"";2026-04-29T15-00-33
IT0006767823;"";"";2026-04-30T15-01-12
IT0006767823;"";"";2026-05-01T15-00-49
IT0006767823;"";"";2026-05-04T15-00-37
IT0006767823;"";"";2026-05-05T15-00-34
IT0006767823;"";"";2026-05-06T15-00-46
IT0006767823;"";"";2026-05-07T15-00-37
IT0006767823;"";"";2026-05-08T15-00-42
IT0006767823;"";"";2026-05-11T15-01-02
IT0006767823;"";"";2026-05-12T15-00-58
IT0006767823;"";"";2026-05-13T15-00-49
IT0006767823;"";"";2026-05-14T15-00-57
IT0006767823;"";"";2026-05-15T15-00-53
IT0006771148;"";"";2026-04-22T15-00-40
IT0006771148;"";"";2026-04-24T15-00-50
IT0006771148;"";"";2026-04-27T15-00-41
IT0006771148;"";"";2026-04-28T12-41-28
IT0006771148;"";"";2026-04-28T15-00-41
IT0006771148;"";"";2026-04-29T09-31-11
IT0006771148;"";"";2026-04-29T10-28-29
IT0006771148;"";"";2026-04-29T15-00-33
IT0006771148;"";"";2026-04-30T15-01-12
IT0006771148;"";"";2026-05-01T15-00-49
IT0006771148;"";"";2026-05-04T15-00-37
IT0006771148;"";"";2026-05-05T15-00-34
IT0006771148;"";"";2026-05-06T15-00-46
IT0006771148;"";"";2026-05-07T15-00-37
IT0006771148;"";"";2026-05-08T15-00-42
IT0006771148;"";"";2026-05-11T15-01-02
IT0006771148;"";"";2026-05-12T15-00-58
IT0006771148;"";"";2026-05-13T15-00-49
IT0006771148;"";"";2026-05-14T15-00-57
IT0006771148;"";"";2026-05-15T15-00-53
IT0006771353;1027.11;"";2026-04-24T15-00-50
IT0006771353;1027.11;"";2026-04-27T15-00-41
IT0006771353;1027.11;"";2026-04-28T12-41-28
IT0006771353;1027.11;"";2026-04-28T15-00-41
IT0006771353;"";"";2026-05-12T15-00-58
IT0006771353;"";"";2026-05-13T15-00-49
IT0006771353;"";"";2026-05-14T15-00-57
IT0006771353;"";"";2026-05-15T15-00-53
IT0006775404;"";"";2026-05-01T15-00-49
NLBNPIT2EPT9;"";"";2026-04-22T15-00-40
NLBNPIT2EPT9;"";"";2026-04-20T15-00-51
NLBNPIT2EPT9;"";"";2026-04-27T15-00-41
NLBNPIT2EPT9;"";"";2026-04-28T12-41-28
NLBNPIT2EPT9;"";"";2026-04-28T15-00-41
NLBNPIT2EPT9;"";"";2026-04-24T15-00-50
NLBNPIT2EPT9;"";"";2026-04-02T10-31-37
NLBNPIT2EPT9;"";"";2026-04-01T08-10-03
NLBNPIT2EPT9;"";"";2026-04-03T15-05-36
XS3236768365;"";"";2026-05-12T15-00-58
XS3236768365;"";"";2026-05-13T15-00-49
XS3236768365;"";"";2026-05-14T15-00-57
XS3236768365;"";"";2026-05-15T15-00-53
it0006771353;1027.11;"";2026-04-29T09-31-11
it0006771353;1027.11;"";2026-04-29T10-28-29
it0006771353;1027.11;"";2026-04-29T15-00-33
it0006771353;1027.11;"";2026-04-30T15-01-12
it0006771353;"";"";2026-05-01T15-00-49
it0006771353;"";"";2026-05-04T15-00-37
it0006771353;"";"";2026-05-05T15-00-34
it0006771353;"";"";2026-05-06T15-00-46
it0006771353;"";"";2026-05-07T15-00-37
it0006771353;"";"";2026-05-08T15-00-42
it0006771353;"";"";2026-05-11T15-01-02
it0006771353;"";"";2026-05-12T15-00-58
it0006771353;"";"";2026-05-13T15-00-49
it0006771353;"";"";2026-05-14T15-00-57
it0006771353;"";"";2026-05-15T15-00-53
CH1390871320;"";"";2026-05-20T15-00-39
CH1453354354;"";"";2026-05-20T15-00-39
CH1525083544;"";"";2026-05-20T15-00-39
CH1550425057;"";994.45;2026-05-20T15-00-39
IT0006767823;"";"";2026-05-20T15-00-39
IT0006771148;"";"";2026-05-20T15-00-39
IT0006771353;"";"";2026-05-20T15-00-39
it0006771353;"";"";2026-05-20T15-00-39
DE000VG656A7;"";"";2026-05-20T15-00-39
DE000VH30021;"";"";2026-05-20T15-00-39
DE000VH68M19;"";"";2026-05-20T15-00-39
DE000VJ6U7J7;"";"";2026-05-20T15-00-39
NLBNPIT2EPT9;"";"";2026-05-20T15-00-39
NLBNPIT2TQJ6;"";99.21;2026-05-20T15-00-39
NLBNPIT300C5;"";96.66;2026-05-20T15-00-39
XS3236768365;"";"";2026-05-20T15-00-39
NLBNPIT2EPT9;"";"";2026-05-19T15-00-45
NLBNPIT2TQJ6;"";98.93;2026-05-19T15-00-45
NLBNPIT300C5;"";96.66;2026-05-19T15-00-45
XS3236768365;"";"";2026-05-19T15-00-45
CH1390871320;"";"";2026-05-19T08-26-21
CH1453354354;"";"";2026-05-19T08-26-21
CH1525083544;"";"";2026-05-19T08-26-21
CH1550425057;"";996.19;2026-05-19T08-26-21
CH1390871320;"";"";2026-05-19T15-00-45
CH1453354354;"";"";2026-05-19T15-00-45
CH1525083544;"";"";2026-05-19T15-00-45
CH1550425057;"";983.41;2026-05-19T15-00-45
IT0006767823;"";"";2026-05-19T08-26-21
IT0006771148;"";"";2026-05-19T08-26-21
IT0006771353;"";"";2026-05-19T08-26-21
it0006771353;"";"";2026-05-19T08-26-21
IT0006767823;"";"";2026-05-19T15-00-45
IT0006771148;"";"";2026-05-19T15-00-45
IT0006771353;"";"";2026-05-19T15-00-45
it0006771353;"";"";2026-05-19T15-00-45
DE000VG656A7;"";"";2026-05-19T08-26-21
DE000VH30021;"";"";2026-05-19T08-26-21
DE000VH68M19;"";"";2026-05-19T08-26-21
DE000VJ6U7J7;"";"";2026-05-19T08-26-21
DE000VG656A7;"";"";2026-05-19T15-00-45
DE000VH30021;"";"";2026-05-19T15-00-45
DE000VH68M19;"";"";2026-05-19T15-00-45
DE000VJ6U7J7;"";"";2026-05-19T15-00-45
NLBNPIT2EPT9;"";"";2026-05-19T08-26-21
NLBNPIT2TQJ6;"";99.49;2026-05-19T08-26-21
NLBNPIT300C5;"";97.86;2026-05-19T08-26-21
XS3236768365;"";"";2026-05-19T08-26-21
CH1390871320;"";"";2026-05-18T15-01-07
CH1453354354;"";"";2026-05-18T15-01-07
CH1525083544;"";"";2026-05-18T15-01-07
CH1550425057;"";988.73;2026-05-18T15-01-07
IT0006767823;"";"";2026-05-18T15-01-07
IT0006771148;"";"";2026-05-18T15-01-07
IT0006771353;"";"";2026-05-18T15-01-07
it0006771353;"";"";2026-05-18T15-01-07
DE000VG656A7;"";"";2026-05-18T15-01-07
DE000VH30021;"";"";2026-05-18T15-01-07
DE000VH68M19;"";"";2026-05-18T15-01-07
DE000VJ6U7J7;"";"";2026-05-18T15-01-07
NLBNPIT2TQJ6;"";99.18;2026-05-18T15-01-07
XS3236768365;"";"";2026-05-18T15-01-07
DE000VH788T7;0.00;"";2026-01-19T20-36-53
DE000VH788T7;0.00;"";2026-01-19T20-45-37
DE000VH788T7;0.00;"";2026-01-19T21-03-40
DE000VJ0C1U5;0.00;"";2026-01-19T20-45-37
DE000VJ0C1U5;0.00;"";2026-01-19T20-36-53
DE000VJ0C1U5;0.00;"";2026-01-19T21-03-40
DE000VK6P0S8;0.00;"";2026-01-19T20-45-37
DE000VK6P0S8;0.00;"";2026-01-19T21-03-40
DE000VK6P0S8;0.00;"";2026-01-19T20-36-53
NLBNPIT2EPT9;"";"";2026-05-21T08-12-47
NLBNPIT2TQJ6;"";99.43;2026-05-21T08-12-47
NLBNPIT300C5;"";97.07;2026-05-21T08-12-47
XS3236768365;"";"";2026-05-21T08-12-47
NLBNPIT2EPT9;"";"";2026-05-21T15-00-36
NLBNPIT2TQJ6;"";99.26;2026-05-21T15-00-36
NLBNPIT300C5;"";96.74;2026-05-21T15-00-36
XS3236768365;"";"";2026-05-21T15-00-36
CH1390871320;"";"";2026-05-21T08-12-47
CH1453354354;"";"";2026-05-21T08-12-47
CH1525083544;"";"";2026-05-21T08-12-47
CH1550421346;"";"";2026-05-21T08-12-47
CH1550425057;"";996.6;2026-05-21T08-12-47
CH1390871320;"";"";2026-05-21T15-00-36
CH1453354354;"";"";2026-05-21T15-00-36
CH1525083544;"";"";2026-05-21T15-00-36
CH1550425057;"";995.47;2026-05-21T15-00-36
IT0006767823;"";"";2026-05-21T08-12-47
IT0006771148;"";"";2026-05-21T08-12-47
IT0006771353;"";"";2026-05-21T08-12-47
it0006771353;"";"";2026-05-21T08-12-47
IT0006767823;"";"";2026-05-21T15-00-36
IT0006771148;"";"";2026-05-21T15-00-36
IT0006771353;"";"";2026-05-21T15-00-36
it0006771353;"";"";2026-05-21T15-00-36
DE000VG656A7;"";"";2026-05-21T08-12-47
DE000VH30021;"";"";2026-05-21T08-12-47
DE000VH68M19;"";"";2026-05-21T08-12-47
DE000VJ6U7J7;"";"";2026-05-21T08-12-47
DE000VG656A7;"";"";2026-05-21T15-00-36
DE000VH30021;"";"";2026-05-21T15-00-36
DE000VH68M19;"";"";2026-05-21T15-00-36
DE000VJ6U7J7;"";"";2026-05-21T15-00-36
NLBNPIT2EPT9;"";"";2026-05-22T15-00-30
NLBNPIT2TQJ6;"";99.74;2026-05-22T15-00-30
NLBNPIT300C5;"";96.56;2026-05-22T15-00-30
XS3236768365;"";"";2026-05-22T15-00-30
CH1390871320;"";"";2026-05-22T08-00-46
CH1453354354;"";"";2026-05-22T08-00-46
CH1525083544;"";"";2026-05-22T08-00-46
CH1550425057;"";996.32;2026-05-22T08-00-46
CH1390871320;"";"";2026-05-22T15-00-30
CH1453354354;"";"";2026-05-22T15-00-30
CH1525083544;"";"";2026-05-22T15-00-30
CH1550425057;"";1004.12;2026-05-22T15-00-30
IT0006767823;"";"";2026-05-22T08-00-46
IT0006771148;"";"";2026-05-22T08-00-46
IT0006771353;"";"";2026-05-22T08-00-46
it0006771353;"";"";2026-05-22T08-00-46
IT0006767823;"";"";2026-05-22T15-00-30
IT0006771148;"";"";2026-05-22T15-00-30
IT0006771353;"";"";2026-05-22T15-00-30
it0006771353;"";"";2026-05-22T15-00-30
DE000VG656A7;"";"";2026-05-22T08-00-46
DE000VH30021;"";"";2026-05-22T08-00-46
DE000VH68M19;"";"";2026-05-22T08-00-46
DE000VJ6U7J7;"";"";2026-05-22T08-00-46
DE000VG656A7;"";"";2026-05-22T15-00-30
DE000VH30021;"";"";2026-05-22T15-00-30
DE000VH68M19;"";"";2026-05-22T15-00-30
DE000VJ6U7J7;"";"";2026-05-22T15-00-30
NLBNPIT2EPT9;"";"";2026-05-22T08-00-46
NLBNPIT2TQJ6;"";99.40;2026-05-22T08-00-46
NLBNPIT300C5;"";95.65;2026-05-22T08-00-46
XS3236768365;"";"";2026-05-22T08-00-46
NLBNPIT2EPT9;"";"";2026-05-27T11-17-46
NLBNPIT2TQJ6;"";100.45;2026-05-27T11-17-46
NLBNPIT300C5;"";97.47;2026-05-27T11-17-46
XS3236768365;"";"";2026-05-27T11-17-46
XS3266629172;"";"";2026-05-27T11-17-46
XS3287393642;"";"";2026-05-27T11-17-46
XS3304607255;"";"";2026-05-27T11-17-46
XS3312413183;"";"";2026-05-27T11-17-46
XS3312413340;"";"";2026-05-27T11-17-46
XS3312413423;"";"";2026-05-27T11-17-46
XS3312413696;"";"";2026-05-27T11-17-46
XS3312413779;"";"";2026-05-27T11-17-46
XS3312413852;"";"";2026-05-27T11-17-46
XS3342731489;"";"";2026-05-27T11-17-46
XS3343672740;"";"";2026-05-27T11-17-46
NLBNPIT2EPT9;"";"";2026-05-27T12-29-57
NLBNPIT2TQJ6;"";100.65;2026-05-27T12-29-57
NLBNPIT300C5;"";97.37;2026-05-27T12-29-57
XS3236768365;"";"";2026-05-27T12-29-57
XS3266629172;"";"";2026-05-27T12-29-57
XS3287393642;"";"";2026-05-27T12-29-57
XS3304607255;"";"";2026-05-27T12-29-57
XS3312413183;"";"";2026-05-27T12-29-57
XS3312413340;"";"";2026-05-27T12-29-57
XS3312413423;"";"";2026-05-27T12-29-57
XS3312413696;"";"";2026-05-27T12-29-57
XS3312413779;"";"";2026-05-27T12-29-57
XS3312413852;"";"";2026-05-27T12-29-57
XS3342731489;"";"";2026-05-27T12-29-57
XS3343672740;"";"";2026-05-27T12-29-57
CH1390871320;"";"";2026-05-27T08-00-33
CH1453354354;"";"";2026-05-27T08-00-33
CH1525083544;"";"";2026-05-27T08-00-33
CH1550425057;"";1020.61;2026-05-27T08-00-33
CH1390871320;"";"";2026-05-27T11-17-46
CH1453354354;"";"";2026-05-27T11-17-46
CH1525083544;"";"";2026-05-27T11-17-46
CH1550425057;"";1020.76;2026-05-27T11-17-46
CH1390871320;"";"";2026-05-27T12-29-57
CH1453354354;"";"";2026-05-27T12-29-57
CH1525083544;"";"";2026-05-27T12-29-57
CH1550425057;"";1022.06;2026-05-27T12-29-57
IT0006767823;"";"";2026-05-27T08-00-33
IT0006771148;"";"";2026-05-27T08-00-33
IT0006771353;"";"";2026-05-27T08-00-33
it0006771353;"";"";2026-05-27T08-00-33
IT0006767823;"";"";2026-05-27T11-17-46
IT0006771148;"";"";2026-05-27T11-17-46
IT0006771353;"";"";2026-05-27T11-17-46
it0006771353;"";"";2026-05-27T11-17-46
IT0006767823;"";"";2026-05-27T12-29-57
IT0006771148;"";"";2026-05-27T12-29-57
IT0006771353;"";"";2026-05-27T12-29-57
it0006771353;"";"";2026-05-27T12-29-57
DE000VG656A7;"";"";2026-05-27T08-00-33
DE000VH30021;"";"";2026-05-27T08-00-33
DE000VH68M19;"";"";2026-05-27T08-00-33
DE000VJ6U7J7;"";"";2026-05-27T08-00-33
DE000VG656A7;"";"";2026-05-27T11-17-46
DE000VH30021;"";"";2026-05-27T11-17-46
DE000VH68M19;"";"";2026-05-27T11-17-46
DE000VJ6U7J7;"";"";2026-05-27T11-17-46
DE000VG656A7;"";"";2026-05-27T12-29-57
DE000VH30021;"";"";2026-05-27T12-29-57
DE000VH68M19;"";"";2026-05-27T12-29-57
DE000VJ6U7J7;"";"";2026-05-27T12-29-57
NLBNPIT2EPT9;"";"";2026-05-27T08-00-33
NLBNPIT2TQJ6;"";100.57;2026-05-27T08-00-33
NLBNPIT300C5;"";97.82;2026-05-27T08-00-33
XS3236768365;"";"";2026-05-27T08-00-33
XS3266629172;"";"";2026-05-27T08-00-33
XS3287393642;"";"";2026-05-27T08-00-33
XS3304607255;"";"";2026-05-27T08-00-33
XS3312413183;"";"";2026-05-27T08-00-33
XS3312413340;"";"";2026-05-27T08-00-33
XS3312413423;"";"";2026-05-27T08-00-33
XS3312413696;"";"";2026-05-27T08-00-33
XS3312413779;"";"";2026-05-27T08-00-33
XS3312413852;"";"";2026-05-27T08-00-33
XS3342731489;"";"";2026-05-27T08-00-33
XS3343672740;"";"";2026-05-27T08-00-33
NLBNPIT2EPT9;"";"";2026-05-26T15-00-30
NLBNPIT2TQJ6;"";100.49;2026-05-26T15-00-30
NLBNPIT300C5;"";97.37;2026-05-26T15-00-30
XS3236768365;"";"";2026-05-26T15-00-30
XS3266629172;"";"";2026-05-26T15-00-30
XS3287393642;"";"";2026-05-26T15-00-30
XS3304607255;"";"";2026-05-26T15-00-30
XS3312413183;"";"";2026-05-26T15-00-30
XS3312413340;"";"";2026-05-26T15-00-30
XS3312413423;"";"";2026-05-26T15-00-30
XS3312413696;"";"";2026-05-26T15-00-30
XS3312413779;"";"";2026-05-26T15-00-30
XS3312413852;"";"";2026-05-26T15-00-30
XS3342731489;"";"";2026-05-26T15-00-30
XS3343672740;"";"";2026-05-26T15-00-30
CH1390871320;"";"";2026-05-26T08-00-47
CH1453354354;"";"";2026-05-26T08-00-47
CH1525083544;"";"";2026-05-26T08-00-47
CH1550425057;"";1018.82;2026-05-26T08-00-47
