certificate_isin;certificate_name;stock_name;stock_google_finance_ticker;stock_isin;stock_industry;stock_sector
DE000VK6PMC6;Vontobel Memory Express Zertifikat auf Allianz, AXA, Zurich Insurance;Zurich Insurance Group AG;ZURN;CH0011075394;Insurance;Financial Services
IT0006770512;60m Wof Memory Phoenix Autocall on BNP Paribas SA, UniCredit SpA, Banco BPM SpA in EUR;BNP Paribas SA;BNP;FR0000131104;Banks;Financial Services
IT0006770512;60m Wof Memory Phoenix Autocall on BNP Paribas SA, UniCredit SpA, Banco BPM SpA in EUR;UniCredit SpA;UCG;IT0005239360;Banks;Financial Services
IT0006770512;60m Wof Memory Phoenix Autocall on BNP Paribas SA, UniCredit SpA, Banco BPM SpA in EUR;Banco BPM SpA;BAMI;IT0005218380;Banks;Financial Services
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Banco BPM SpA;BAMI;IT0005218380;Banks;Financials
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Societe Generale SA;GLE;FR0000130809;Banks;Financials
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Banca Monte dei Paschi di Siena;BMPS;IT0005272031;Banks;Financials
IT0006772062;48m Wof Memory Phoenix Autocall on Banco BPM SpA, Societe Generale SA, Banca Monte dei Paschi di Sien, Commerzbank AG in EUR;Commerzbank AG;CBK;DE000CBK1001;Banks;Financials
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Tesla Inc;TSLA;N/A;N/A;N/A
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Intel Corp;INTC;N/A;N/A;N/A
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Micron Technology Inc;MU;N/A;N/A;N/A
IT0006772583;12m Wof Memory Phoenix Autocall on Tesla Inc (TSLA), Intel Corp (INTC), Micron Technology Inc (MU), Oracle Corp (ORCL) in EUR;Oracle Corp;ORCL;N/A;N/A;N/A
NLBNPIT2EPT9;12 Premi Fissi Cash Collect Step Down 95% (KER, RCL, BRBY);Kering SA;KER;FR0000121485;Luxury Goods;Consumer Cyclical
NLBNPIT2EPT9;12 Premi Fissi Cash Collect Step Down 95% (KER, RCL, BRBY);Royal Caribbean Cruises Ltd;RCL;LR0008862868;Travel and Leisure;Consumer Cyclical
NLBNPIT2EPT9;12 Premi Fissi Cash Collect Step Down 95% (KER, RCL, BRBY);Burberry Group PLC;BRBY;GB0031743007;Luxury Goods;Consumer Cyclical
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);Banco BPM SpA;BAMI;IT0005218380;Banking;Financials
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);BPER Banca SPA;BPE;IT0000066123;Banking;Financials
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);Banca Monte dei Paschi di Siena SpA;BMPS;IT0005508921;Banking;Financials
NLBNPIT2TQJ6;12 Premi Fissi Cash Collect Step Down (BAMI, BPE, BMPS, FBK);FinecoBank Banca Fineco SpA;FBK;IT0000072170;Banking/Financial Services;Financials
NLBNPIT302V1;Cash Collect Protection Booster (UniCredit SpA, Intesa Sanpaolo SpA, BPER Banca SPA);UniCredit SpA;UCG;IT0005239360;Banking;Financials
NLBNPIT302V1;Cash Collect Protection Booster (UniCredit SpA, Intesa Sanpaolo SpA, BPER Banca SPA);Intesa Sanpaolo SpA;ISP;IT0000072618;Banking;Financials
NLBNPIT302V1;Cash Collect Protection Booster (UniCredit SpA, Intesa Sanpaolo SpA, BPER Banca SPA);BPER Banca SPA;BPE;IT0000066123;Banking;Financials
NLBNPIT30309;Cash Collect Protection Booster (BMPS, GLE, CABK, BBVA);Banca Monte dei Paschi di Siena SpA;BMPS;IT0005508921;Banking;Financials
NLBNPIT30309;Cash Collect Protection Booster (BMPS, GLE, CABK, BBVA);Societe Generale SA;GLE;FR0000130809;Banking;Financials
NLBNPIT30309;Cash Collect Protection Booster (BMPS, GLE, CABK, BBVA);CaixaBank SA;CABK;ES0140609019;Banking;Financials
NLBNPIT30309;Cash Collect Protection Booster (BMPS, GLE, CABK, BBVA);Banco Bilbao Vizcaya Argentaria SA;BBVA;ES0113211835;Banking;Financials
NLBNPIT30341;Cash Collect Protection Booster (UNI, G, SREN, SCR);Unipol Assicurazioni SpA;UNI;IT0004810054;Insurance;Financial
NLBNPIT30341;Cash Collect Protection Booster (UNI, G, SREN, SCR);Generali;IT0000062072;IT0000062072;Insurance;Financial
NLBNPIT30341;Cash Collect Protection Booster (UNI, G, SREN, SCR);Swiss Re AG;SREN;CH0126881561;Insurance;Financial
NLBNPIT30341;Cash Collect Protection Booster (UNI, G, SREN, SCR);SCOR SE;SCR;FR0010411983;Insurance;Financial
NLBNPIT30358;Cash Collect Protection Booster (A2A, Engie, Veolia, E.ON);A2A SpA;A2A;IT0001233417;Electric Utilities;Utilities
NLBNPIT30358;Cash Collect Protection Booster (A2A, Engie, Veolia, E.ON);Engie SA;ENGI;FR0010208488;Multi-Utilities;Utilities
NLBNPIT30358;Cash Collect Protection Booster (A2A, Engie, Veolia, E.ON);Veolia Environnement SA;VIE;FR0000124141;Environmental Services;Utilities
NLBNPIT30358;Cash Collect Protection Booster (A2A, Engie, Veolia, E.ON);E.ON SE;EOAN;DE000ENAG999;Electric Utilities;Utilities
XS3236768365;10Y 100% Protection Cash Collect on Solactive BTP 10Y Index (SOITA10Y Index);Solactive BTP 10 Annual Comp. Yield Index;SOITA10Y;N/A;Government Bonds;Financials
CH1453354354;8.00% p.a. Reverse Convertible in EUR on 0.5% France Govt (05/25/2072) (FR0014001NN8);0.5% France Govt (05/25/2072);FR0014001NN8;FR0014001NN8;Sovereign Debt;Government
NLBNPIT2EPV5;12 Premi Fissi Cash Collect Step Down 95% (NVIDIA, MSFT, AMZN, META);NVIDIA Corp;NVDA;US67066G1040;Semiconductors;Technology
NLBNPIT2EPV5;12 Premi Fissi Cash Collect Step Down 95% (NVIDIA, MSFT, AMZN, META);Microsoft Corp;MSFT;US5949181045;Software;Technology
NLBNPIT2EPV5;12 Premi Fissi Cash Collect Step Down 95% (NVIDIA, MSFT, AMZN, META);Amazon.com Inc;AMZN;US0231351067;E-commerce;Consumer Discretionary
NLBNPIT2EPV5;12 Premi Fissi Cash Collect Step Down 95% (NVIDIA, MSFT, AMZN, META);Meta Platforms Inc;META;US30303M1027;Social Media;Communication Services
NLBNPIT2SP93;12 Premi Fissi Cash Collect Step Down 95% (META, GOOGL, AMD, AMZN);Meta Platforms Inc;META;US30303M1027;Internet Content and Information;Communication Services
NLBNPIT2SP93;12 Premi Fissi Cash Collect Step Down 95% (META, GOOGL, AMD, AMZN);Alphabet Inc;GOOGL;US02079K3059;Internet Content and Information;Communication Services
NLBNPIT2SP93;12 Premi Fissi Cash Collect Step Down 95% (META, GOOGL, AMD, AMZN);Advanced Micro Devices Inc;AMD;US0079031078;Semiconductors;Technology
NLBNPIT2SP93;12 Premi Fissi Cash Collect Step Down 95% (META, GOOGL, AMD, AMZN);Amazon.com Inc;AMZN;US0231351067;Internet Retail;Consumer Cyclical
NLBNPIT2XBR3;12 Premi Fissi Cash Collect Step Down;Kering SA;KER;FR0000121485;Luxury Goods;Consumer Discretionary
NLBNPIT2XBR3;12 Premi Fissi Cash Collect Step Down;STMicroelectronics NV;STMMI;NL0000226223;Semiconductors;Technology
NLBNPIT2XBR3;12 Premi Fissi Cash Collect Step Down;Banco BPM SpA;BAMI;IT0005218380;Banking;Financial Services
NLBNPIT2XBR3;12 Premi Fissi Cash Collect Step Down;Moncler SpA;MONC;IT0004965148;Luxury Goods;Consumer Discretionary
NLBNPIT300C5;Step Down Memory Cash Collect on Banca Monte dei Paschi di Siena SpA;Banca Monte dei Paschi di Siena SpA;BMPS;IT0005508921;Banks;Financials
NLBNPIT303S5;Premium Plus Cash Collect on Meta Platforms Inc, Advanced Micro Devices Inc, Dell Technologies Inc;Meta Platforms Inc;META;US30303M1027;Interactive Media and Services;Technology
NLBNPIT303S5;Premium Plus Cash Collect on Meta Platforms Inc, Advanced Micro Devices Inc, Dell Technologies Inc;Advanced Micro Devices Inc;AMD;US0079031078;Semiconductors;Technology
NLBNPIT303S5;Premium Plus Cash Collect on Meta Platforms Inc, Advanced Micro Devices Inc, Dell Technologies Inc;Dell Technologies Inc;DELL;US24703L2025;Hardware;Technology
NLBNPIT304D5;12 Premi Fissi Cash Collect Step Down on BMPS, ISP, BAMI;Banca Monte dei Paschi di Siena SpA;BMPS;IT0005508921;Banking;Financials
NLBNPIT304D5;12 Premi Fissi Cash Collect Step Down on BMPS, ISP, BAMI;Intesa Sanpaolo SpA;ISP;IT0000072618;Banking;Financials
NLBNPIT304D5;12 Premi Fissi Cash Collect Step Down on BMPS, ISP, BAMI;Banco BPM SpA;BAMI;IT0005218380;Banking;Financials
NLBNPIT304E3;12 Premi Fissi Cash Collect Step Down-Intesa Sanpaolo SpA, Banco BPM SpA;Intesa Sanpaolo SpA;ISP;IT0000072618;Banking;Financials
NLBNPIT304E3;12 Premi Fissi Cash Collect Step Down-Intesa Sanpaolo SpA, Banco BPM SpA;Banco BPM SpA;BAMI;IT0005218380;Banking;Financials
NLBNPIT304G8;12 Premi Fissi Cash Collect Step Down (BGN, UCG, BMPS, BPE);Banca Generali SpA;BGN;IT0001031084;Banking;Financials
NLBNPIT304G8;12 Premi Fissi Cash Collect Step Down (BGN, UCG, BMPS, BPE);UniCredit SpA;UCG;IT0005239360;Banking;Financials
NLBNPIT304G8;12 Premi Fissi Cash Collect Step Down (BGN, UCG, BMPS, BPE);Banca Monte dei Paschi di Siena SpA;BMPS;IT0005508921;Banking;Financials
NLBNPIT304G8;12 Premi Fissi Cash Collect Step Down (BGN, UCG, BMPS, BPE);BPER Banca SPA;BPE;IT0000066123;Banking;Financials
NLBNPIT304J2;12 Premi Fissi Cash Collect Step Down (Leonardo, Poste Italiane, Enel);Leonardo SpA;LDO;IT0003856405;Aerospace and Defense;Industrials
NLBNPIT304J2;12 Premi Fissi Cash Collect Step Down (Leonardo, Poste Italiane, Enel);Poste Italiane SpA;PST;IT0003796171;Insurance/Logistics;Financials
NLBNPIT304J2;12 Premi Fissi Cash Collect Step Down (Leonardo, Poste Italiane, Enel);Enel SpA;ENEL;IT0003128367;Electric Utilities;Utilities
NLBNPIT304M6;12 Premi Fissi Cash Collect Step Down-RHM, BA, FCT;Rheinmetall AG;RHM;DE0007030009;Aerospace and Defense;Industrials
NLBNPIT304M6;12 Premi Fissi Cash Collect Step Down-RHM, BA, FCT;The Boeing Co;BA;US0970231058;Aerospace and Defense;Industrials
NLBNPIT304M6;12 Premi Fissi Cash Collect Step Down-RHM, BA, FCT;Fincantieri SpA;FCT;IT0005599938;Shipbuilding;Industrials
NLBNPIT304N4;12 Premi Fissi Cash Collect Step Down (ASML, STLAM, CBK, ENR);ASML Holding NV;ASML;NL0010273215;Semiconductor Equipment;Technology
NLBNPIT304N4;12 Premi Fissi Cash Collect Step Down (ASML, STLAM, CBK, ENR);Stellantis NV;STLAM;NL00150001Q9;Automotive;Consumer Cyclical
NLBNPIT304N4;12 Premi Fissi Cash Collect Step Down (ASML, STLAM, CBK, ENR);Commerzbank AG;CBK;DE000CBK1001;Banking;Financial Services
NLBNPIT304N4;12 Premi Fissi Cash Collect Step Down (ASML, STLAM, CBK, ENR);Siemens Energy AG;ENR;DE000ENER6Y0;Energy Equipment and Services;Industrials
NLBNPIT304P9;12 Premi Fissi Cash Collect Step Down (ENEL, ENR, ELE);Enel SpA;ENEL;IT0003128367;Electric Utilities;Utilities
NLBNPIT304P9;12 Premi Fissi Cash Collect Step Down (ENEL, ENR, ELE);Siemens Energy AG;ENR;DE000ENER6Y0;Electrical Equipment;Industrials
NLBNPIT304P9;12 Premi Fissi Cash Collect Step Down (ENEL, ENR, ELE);Endesa SA;ELE;ES0130670112;Electric Utilities;Utilities
NLBNPIT304Q7;12 Premi Fissi Cash Collect Step Down (GOOGL, MSFT, AI);Alphabet Inc;GOOGL;US02079K3059;Internet Services;Technology
NLBNPIT304Q7;12 Premi Fissi Cash Collect Step Down (GOOGL, MSFT, AI);Microsoft Corp;MSFT;US5949181045;Software;Technology
NLBNPIT304Q7;12 Premi Fissi Cash Collect Step Down (GOOGL, MSFT, AI);C3.ai Inc;AI;US12468P1049;Software;Technology
NLBNPIT304S3;12 Premi Fissi Cash Collect Step Down (Bayer AG, Eli Lilly and Co, Merck and Co Inc);Bayer AG;BAYN;DE000BAY0017;Pharmaceuticals;Healthcare
NLBNPIT304S3;12 Premi Fissi Cash Collect Step Down (Bayer AG, Eli Lilly and Co, Merck and Co Inc);Eli Lilly and Co;LLY;US5324571083;Pharmaceuticals;Healthcare
NLBNPIT304S3;12 Premi Fissi Cash Collect Step Down (Bayer AG, Eli Lilly and Co, Merck and Co Inc);Merck and Co Inc;MRK;US58933Y1055;Pharmaceuticals;Healthcare
NLBNPIT21T57;Cash Collect Step Down 95% (Mercedes-Benz Group AG, Ford Motor Co, Tesla Inc);Mercedes-Benz Group AG;MBG;DE0007100000;Automotive;Automotive
NLBNPIT21T57;Cash Collect Step Down 95% (Mercedes-Benz Group AG, Ford Motor Co, Tesla Inc);Ford Motor Co;US3453708600;US3453708600;Automotive;Automotive
NLBNPIT21T57;Cash Collect Step Down 95% (Mercedes-Benz Group AG, Ford Motor Co, Tesla Inc);Tesla Inc;TSLA;US88160R1014;Automotive;Automotive
